Gender,Age,Academic Percentage,Maths Score,Science Score,English Score,Programming Skill,Communication Skill,Logical Thinking,Creativity,Leadership,Interest,Personality Type,Preferred Subject,Career Label
Male,17,95.09,67.14,97.07,67.39,5,9,8,4,7,Medicine,Analytical,English,Doctor
Male,19,68.08,49.18,59.52,83.0,3,8,8,9,6,Social Work,Leadership,English,Teacher
Male,20,76.87,78.81,40.32,71.33,6,6,6,4,7,Business,Analytical,Commerce,Business Analyst
Female,17,96.09,68.75,89.72,67.24,3,7,5,7,5,Social Work,Analytical,English,Doctor
Male,22,76.36,67.94,77.7,63.21,1,7,5,8,5,Medicine,Creative,Social Studies,Psychologist
Male,16,74.49,62.42,77.98,80.1,1,7,4,3,5,Social Work,Investigative,Biology,Psychologist
Male,16,46.88,68.53,71.18,81.54,4,5,6,9,5,Design,Social,Arts,Graphic Designer
Female,16,76.64,72.68,79.45,85.7,1,8,4,9,7,Business,Leadership,English,Teacher
Female,16,97.11,74.41,49.68,85.91,4,6,3,2,7,Business,Leadership,Mathematics,Business Analyst
Male,20,94.27,72.67,50.05,82.99,1,10,9,5,9,Technology,Leadership,Commerce,Lawyer
Female,19,66.14,67.52,70.54,62.81,7,8,8,4,9,Business,Leadership,Commerce,Business Analyst
Male,17,75.53,55.05,56.43,92.09,3,10,7,8,8,Technology,Investigative,Commerce,Lawyer
Female,18,83.26,82.26,91.81,76.3,3,7,6,6,8,Medicine,Investigative,Biology,Doctor
Female,22,90.28,77.99,65.14,64.41,6,6,4,5,8,Business,Leadership,Mathematics,Business Analyst
Male,21,76.3,75.77,52.95,74.37,3,9,4,6,10,Social Work,Social,Commerce,Lawyer
Male,20,81.56,57.02,82.77,77.35,1,9,2,9,3,Social Work,Social,Social Studies,Psychologist
Male,21,64.95,71.14,74.44,62.71,5,5,9,8,8,Science,Analytical,Social Studies,Civil Engineer
Male,21,69.57,35.33,34.43,81.96,2,8,7,8,9,Design,Creative,Arts,Graphic Designer
Female,18,75.74,71.85,70.55,47.14,2,7,6,6,4,Science,Investigative,Mathematics,Mechanical Engineer
Female,16,61.51,83.29,75.16,65.1,7,4,3,6,6,Mathematics,Practical,Social Studies,Civil Engineer
Male,22,76.87,90.57,67.05,49.54,6,7,10,6,5,Mathematics,Analytical,Mathematics,Data Scientist
Female,21,86.78,74.57,76.15,75.51,1,8,9,6,5,Science,Social,Social Studies,Psychologist
Female,21,92.33,86.75,81.13,35.35,10,5,9,4,8,Technology,Analytical,Science,Data Scientist
Male,20,68.16,80.36,78.81,61.49,5,9,8,6,8,Business,Analytical,Social Studies,Business Analyst
Female,17,54.74,55.25,66.82,59.37,10,9,7,1,8,Business,Analytical,Commerce,Business Analyst
Male,22,83.18,83.36,33.1,69.55,5,8,7,6,6,Business,Leadership,Mathematics,Business Analyst
Female,17,81.82,70.74,61.4,74.55,4,9,4,4,9,Business,Leadership,English,Lawyer
Female,18,79.67,35.63,93.11,73.82,1,7,7,7,7,Social Work,Creative,Biology,Psychologist
Female,21,69.59,72.17,61.28,95.8,6,8,8,9,5,Social Work,Creative,English,Teacher
Female,18,82.32,87.3,68.65,62.66,5,6,10,8,4,Mathematics,Analytical,Mathematics,Data Scientist
Male,21,65.94,96.67,80.04,57.42,9,5,10,6,6,Mathematics,Practical,Computer Science,Data Scientist
Male,20,72.37,69.12,38.02,75.57,4,9,8,5,1,Arts,Creative,Social Studies,Teacher
Female,18,89.69,89.28,75.53,50.16,10,7,10,5,4,Mathematics,Analytical,Mathematics,Data Scientist
Male,22,78.49,63.15,79.95,74.79,1,8,9,6,9,Arts,Social,Social Studies,Psychologist
Female,20,93.31,66.81,93.13,72.71,1,9,7,3,2,Medicine,Investigative,Biology,Doctor
Female,19,77.43,50.63,67.62,81.54,2,9,5,7,8,Social Work,Investigative,Social Studies,Lawyer
Male,16,63.1,72.37,73.19,61.7,6,8,4,8,3,Arts,Social,Biology,Psychologist
Male,22,90.81,91.55,66.07,61.46,10,4,8,6,4,Technology,Investigative,Computer Science,Data Scientist
Male,16,82.49,44.25,79.38,84.51,3,6,7,7,7,Science,Social,Social Studies,Psychologist
Male,17,78.95,77.57,81.89,81.62,10,8,7,5,5,Design,Creative,Computer Science,Software Engineer
Female,21,80.27,58.93,63.69,81.05,4,10,9,4,10,Business,Social,Commerce,Lawyer
Female,18,89.24,66.86,100.0,79.14,6,7,6,5,7,Medicine,Investigative,Biology,Doctor
Male,17,84.93,55.71,70.69,76.56,1,8,9,6,10,Arts,Social,English,Lawyer
Male,18,77.21,89.19,63.7,68.03,9,4,10,5,2,Mathematics,Analytical,Mathematics,Data Scientist
Male,19,75.75,83.81,48.8,74.23,9,3,9,10,5,Technology,Creative,Computer Science,Software Engineer
Female,21,80.56,79.3,64.72,65.4,5,2,8,5,2,Technology,Practical,Mathematics,Civil Engineer
Male,21,90.61,67.23,93.1,64.27,1,10,7,5,7,Social Work,Analytical,Science,Doctor
Male,18,70.29,57.63,77.61,65.12,2,3,7,2,7,Technology,Practical,Science,Civil Engineer
Female,18,86.45,78.32,76.44,70.7,10,8,6,5,5,Technology,Creative,Mathematics,Software Engineer
Male,17,96.15,67.71,87.24,40.93,1,8,9,2,6,Social Work,Investigative,Biology,Doctor
Male,19,70.43,75.13,71.54,64.52,4,4,8,1,8,Technology,Practical,Science,Civil Engineer
Female,17,71.82,81.16,76.0,49.98,4,7,8,5,7,Mathematics,Practical,Science,Civil Engineer
Female,21,75.38,58.72,42.26,96.04,5,9,8,6,10,Business,Investigative,Social Studies,Lawyer
Female,21,79.55,65.17,85.87,59.73,5,7,6,5,6,Science,Practical,Commerce,Civil Engineer
Female,17,77.48,60.88,64.08,87.18,1,10,7,3,5,Social Work,Social,Social Studies,Psychologist
Male,16,76.96,57.77,51.48,82.81,1,9,7,7,8,Arts,Social,Commerce,Lawyer
Female,21,91.61,58.78,93.58,65.67,3,5,8,3,4,Medicine,Analytical,Biology,Doctor
Female,18,70.99,51.38,39.52,82.04,5,6,5,7,3,Mathematics,Creative,English,Graphic Designer
Male,20,78.69,71.31,59.42,68.44,3,8,7,5,4,Business,Leadership,Commerce,Business Analyst
Female,21,85.9,35.99,97.47,78.89,4,9,7,5,5,Medicine,Investigative,Biology,Doctor
Male,22,87.76,54.47,54.15,85.83,2,10,8,2,10,Social Work,Investigative,Social Studies,Lawyer
Female,16,88.36,78.74,91.07,62.35,6,7,8,3,8,Medicine,Social,Biology,Doctor
Male,19,87.48,62.35,64.01,89.09,1,8,7,4,9,Business,Investigative,Commerce,Lawyer
Female,21,83.83,69.61,46.66,62.93,1,4,7,7,5,Design,Creative,Arts,Graphic Designer
Male,21,71.59,79.36,71.89,49.69,2,6,7,8,8,Mathematics,Practical,Biology,Civil Engineer
Male,18,77.36,70.61,62.75,89.05,1,9,8,8,6,Arts,Investigative,English,Lawyer
Female,20,75.19,60.16,71.54,71.85,4,9,8,5,2,Social Work,Investigative,Biology,Psychologist
Male,16,59.73,84.95,50.5,69.5,10,8,8,5,8,Arts,Creative,Computer Science,Software Engineer
Female,16,79.09,79.11,74.59,65.59,6,6,6,5,7,Science,Practical,Social Studies,Civil Engineer
Male,18,71.0,72.48,70.81,63.08,3,8,7,3,6,Mathematics,Analytical,Biology,Business Analyst
Male,17,85.5,82.88,70.07,58.94,3,5,7,7,7,Mathematics,Practical,Mathematics,Civil Engineer
Female,22,65.66,76.95,82.19,80.0,1,3,6,4,5,Mathematics,Analytical,Science,Civil Engineer
Female,22,77.1,69.94,57.48,70.89,9,5,7,7,4,Medicine,Creative,Computer Science,Software Engineer
Female,21,80.05,68.85,30.0,78.3,2,9,6,5,10,Medicine,Leadership,English,Lawyer
Male,22,86.95,65.71,46.88,89.01,9,9,8,7,7,Technology,Investigative,Commerce,Business Analyst
Female,21,91.8,94.86,62.49,51.48,7,2,9,5,6,Mathematics,Investigative,Social Studies,Data Scientist
Female,16,69.81,52.69,60.42,79.3,5,7,5,8,3,Arts,Creative,English,Graphic Designer
Male,18,90.51,63.69,45.2,76.49,4,9,6,10,6,Social Work,Creative,Social Studies,Teacher
Male,16,79.54,55.03,70.27,67.44,3,8,7,6,8,Social Work,Social,Social Studies,Psychologist
Female,22,83.13,40.93,46.63,63.13,3,3,4,9,5,Design,Social,Computer Science,Graphic Designer
Female,17,95.64,60.06,95.75,58.37,5,6,4,7,7,Medicine,Investigative,Science,Doctor
Male,21,82.34,67.34,46.96,68.31,1,9,6,4,6,Business,Social,Biology,Teacher
Male,20,84.79,69.77,44.85,76.56,1,9,5,3,9,Business,Investigative,Commerce,Lawyer
Female,22,79.02,78.59,76.72,78.45,5,7,9,7,8,Social Work,Social,Social Studies,Psychologist
Female,21,84.87,55.64,85.5,71.65,6,6,9,5,6,Science,Investigative,Biology,Doctor
Male,19,69.84,68.96,59.04,64.85,2,7,7,6,8,Mathematics,Analytical,Social Studies,Business Analyst
Male,16,84.93,58.65,76.65,63.62,2,3,7,3,10,Technology,Analytical,Commerce,Civil Engineer
Female,19,95.7,79.28,80.35,53.81,6,6,10,7,4,Technology,Practical,Mathematics,Mechanical Engineer
Male,20,80.05,57.78,64.08,78.65,3,8,8,4,7,Medicine,Social,Biology,Psychologist
Male,22,89.07,68.34,91.25,73.1,8,8,6,6,6,Social Work,Investigative,Biology,Doctor
Female,22,72.28,90.7,68.36,75.21,10,4,10,7,6,Science,Investigative,Mathematics,Data Scientist
Female,22,82.12,88.72,73.83,63.49,9,3,9,4,1,Science,Practical,Mathematics,Data Scientist
Female,17,67.33,70.62,54.88,61.35,4,9,5,4,9,Technology,Social,Social Studies,Business Analyst
Female,21,84.22,69.39,89.76,69.68,4,4,9,1,8,Medicine,Social,Biology,Doctor
Male,17,90.6,72.85,95.16,53.64,3,9,10,6,3,Science,Investigative,Biology,Doctor
Female,21,68.59,92.52,70.6,69.34,4,5,8,2,2,Technology,Practical,Mathematics,Mechanical Engineer
Female,18,82.6,96.35,75.22,59.4,10,3,10,8,4,Mathematics,Practical,Science,Data Scientist
Male,16,64.8,88.48,53.39,80.89,5,5,9,6,10,Business,Leadership,Commerce,Business Analyst
Female,19,86.91,71.64,86.61,60.24,2,7,6,7,1,Medicine,Social,Science,Doctor
Male,20,79.45,66.82,58.33,62.36,2,10,8,6,5,Social Work,Leadership,Social Studies,Teacher
Female,18,83.88,86.85,66.13,62.14,10,5,8,6,6,Technology,Analytical,Computer Science,Software Engineer
Female,20,80.85,49.83,55.68,87.74,5,9,7,5,4,Social Work,Social,Commerce,Teacher
Male,22,75.1,74.62,78.81,81.15,9,3,8,5,4,Technology,Analytical,Computer Science,Software Engineer
Female,20,71.47,80.61,88.6,59.7,9,7,3,4,9,Mathematics,Investigative,Science,Software Engineer
Male,22,87.3,60.92,64.95,87.83,3,9,4,5,5,Technology,Practical,English,Lawyer
Female,20,77.38,68.55,72.96,57.46,1,2,8,4,5,Science,Practical,Mathematics,Civil Engineer
Male,22,88.44,68.16,91.05,90.15,3,8,8,3,4,Business,Analytical,Science,Doctor
Female,22,85.56,89.29,85.0,51.62,9,6,8,7,6,Technology,Analytical,Mathematics,Data Scientist
Male,17,80.79,77.65,78.08,53.19,7,4,9,6,5,Technology,Practical,Science,Mechanical Engineer
Female,21,82.68,80.09,67.22,64.84,9,4,8,9,2,Arts,Analytical,Computer Science,Software Engineer
Female,20,78.17,59.25,59.06,59.23,3,5,6,8,5,Design,Creative,Arts,Graphic Designer
Male,16,85.18,54.14,60.17,84.22,5,8,7,4,6,Social Work,Social,English,Teacher
Female,17,76.51,82.21,72.29,49.83,8,5,10,6,5,Mathematics,Investigative,Computer Science,Data Scientist
Male,20,67.78,57.76,61.19,77.42,5,10,6,5,2,Arts,Social,Social Studies,Teacher
Male,20,85.34,74.26,83.9,81.47,4,3,8,8,5,Science,Practical,Mathematics,Mechanical Engineer
Female,22,69.26,68.92,65.01,73.45,1,10,6,7,2,Medicine,Creative,Social Studies,Psychologist
Female,18,70.86,68.39,67.73,72.1,6,6,6,8,9,Business,Leadership,Commerce,Business Analyst
Male,22,72.52,81.76,77.59,65.5,9,5,8,6,3,Technology,Analytical,Mathematics,Data Scientist
Male,16,80.17,75.06,76.6,62.14,6,5,10,6,5,Science,Investigative,Science,Mechanical Engineer
Female,20,70.29,71.79,85.81,63.01,1,2,10,4,4,Science,Practical,Science,Civil Engineer
Male,17,87.25,62.62,75.72,74.12,1,7,4,4,7,Social Work,Investigative,Social Studies,Psychologist
Male,20,64.56,82.97,86.52,58.79,2,7,5,3,5,Science,Practical,Science,Mechanical Engineer
Female,19,80.01,79.83,83.91,61.79,9,3,8,6,5,Mathematics,Investigative,Computer Science,Software Engineer
Male,20,85.75,59.07,67.44,73.18,2,8,6,6,6,Social Work,Leadership,English,Lawyer
Male,21,77.32,66.65,90.5,64.88,2,8,8,6,6,Mathematics,Practical,Computer Science,Mechanical Engineer
Female,17,78.89,73.93,49.77,68.16,8,7,8,5,9,Technology,Analytical,Computer Science,Software Engineer
Female,22,86.04,79.66,85.65,56.76,10,6,8,4,5,Mathematics,Practical,Science,Data Scientist
Male,16,70.46,85.1,88.67,58.62,4,3,5,5,4,Science,Analytical,Science,Mechanical Engineer
Female,18,79.86,81.34,53.12,97.03,1,10,6,3,10,Social Work,Leadership,Commerce,Lawyer
Male,17,82.41,76.76,81.38,75.01,5,4,7,8,5,Arts,Practical,Science,Mechanical Engineer
Female,22,79.9,61.73,78.13,89.24,5,9,7,3,10,Social Work,Leadership,English,Teacher
Female,20,66.69,75.14,48.74,83.18,2,9,3,5,5,Social Work,Investigative,Arts,Teacher
Female,19,80.93,90.25,78.52,45.39,8,6,9,6,2,Design,Leadership,Science,Data Scientist
Female,20,85.46,70.71,66.71,70.91,5,8,6,6,3,Social Work,Creative,English,Teacher
Female,17,69.49,57.58,37.91,73.96,3,7,7,8,6,Design,Creative,English,Graphic Designer
Male,17,74.42,77.34,84.02,66.18,4,4,5,4,7,Science,Practical,Science,Civil Engineer
Male,20,76.26,68.59,54.97,73.57,5,9,6,5,7,Technology,Analytical,Commerce,Business Analyst
